ID,Fecha_Hora,Etiqueta,Archivo_WAV,Archivo_PNG,Duracion_s,Amplitud_Pico,Promedio_RMS,Diagnostico
204,2026-09-02 12:29:55,mi_voz,dataset\wavs\mi_voz_204.wav,dataset\plots\mi_voz_204.png,2,5132,1770,OK
205,2026-09-02 12:29:57,mi_voz,dataset\wavs\mi_voz_205.wav,dataset\plots\mi_voz_205.png,2,7584,2287,OK
206,2026-09-02 12:30:00,mi_voz,dataset\wavs\mi_voz_206.wav,dataset\plots\mi_voz_206.png,2,5115,2077,OK
207,2026-09-02 12:30:03,mi_voz,dataset\wavs\mi_voz_207.wav,dataset\plots\mi_voz_207.png,2,5234,1907,OK
208,2026-09-02 12:30:05,mi_voz,dataset\wavs\mi_voz_208.wav,dataset\plots\mi_voz_208.png,2,5057,1762,OK
209,2026-09-02 12:30:08,mi_voz,dataset\wavs\mi_voz_209.wav,dataset\plots\mi_voz_209.png,2,5476,1768,OK
210,2026-09-02 12:30:11,mi_voz,dataset\wavs\mi_voz_210.wav,dataset\plots\mi_voz_210.png,2,8489,2323,OK
211,2026-09-02 12:30:14,mi_voz,dataset\wavs\mi_voz_211.wav,dataset\plots\mi_voz_211.png,2,5466,1963,OK
212,2026-09-02 12:30:16,mi_voz,dataset\wavs\mi_voz_212.wav,dataset\plots\mi_voz_212.png,2,3212,809,OK
213,2026-09-02 12:30:19,mi_voz,dataset\wavs\mi_voz_213.wav,dataset\plots\mi_voz_213.png,2,3847,1269,OK
214,2026-09-02 12:30:22,mi_voz,dataset\wavs\mi_voz_214.wav,dataset\plots\mi_voz_214.png,2,4604,1630,OK
215,2026-09-02 12:30:25,mi_voz,dataset\wavs\mi_voz_215.wav,dataset\plots\mi_voz_215.png,2,6818,1817,OK
216,2026-09-02 12:30:28,mi_voz,dataset\wavs\mi_voz_216.wav,dataset\plots\mi_voz_216.png,2,5364,2009,OK
217,2026-09-02 12:30:30,mi_voz,dataset\wavs\mi_voz_217.wav,dataset\plots\mi_voz_217.png,2,1948,671,OK
218,2026-09-02 12:30:33,mi_voz,dataset\wavs\mi_voz_218.wav,dataset\plots\mi_voz_218.png,2,3578,1213,OK
219,2026-09-02 12:30:36,mi_voz,dataset\wavs\mi_voz_219.wav,dataset\plots\mi_voz_219.png,2,4454,1861,OK
220,2026-09-02 12:30:38,mi_voz,dataset\wavs\mi_voz_220.wav,dataset\plots\mi_voz_220.png,2,6330,2019,OK
221,2026-09-02 12:30:41,mi_voz,dataset\wavs\mi_voz_221.wav,dataset\plots\mi_voz_221.png,2,4837,1981,OK
222,2026-09-02 12:30:44,mi_voz,dataset\wavs\mi_voz_222.wav,dataset\plots\mi_voz_222.png,2,11827,1755,OK
223,2026-09-02 12:30:47,mi_voz,dataset\wavs\mi_voz_223.wav,dataset\plots\mi_voz_223.png,2,3957,1207,OK
224,2026-09-02 12:30:49,mi_voz,dataset\wavs\mi_voz_224.wav,dataset\plots\mi_voz_224.png,2,4676,1874,OK
225,2026-09-02 12:30:52,mi_voz,dataset\wavs\mi_voz_225.wav,dataset\plots\mi_voz_225.png,2,4430,1746,OK
226,2026-09-02 12:30:55,mi_voz,dataset\wavs\mi_voz_226.wav,dataset\plots\mi_voz_226.png,2,5503,1884,OK
227,2026-09-02 12:30:57,mi_voz,dataset\wavs\mi_voz_227.wav,dataset\plots\mi_voz_227.png,2,5047,2097,OK
228,2026-09-02 12:31:00,mi_voz,dataset\wavs\mi_voz_228.wav,dataset\plots\mi_voz_228.png,2,5913,2013,OK
229,2026-09-02 12:31:03,mi_voz,dataset\wavs\mi_voz_229.wav,dataset\plots\mi_voz_229.png,2,4254,1780,OK
230,2026-09-02 12:31:05,mi_voz,dataset\wavs\mi_voz_230.wav,dataset\plots\mi_voz_230.png,2,5566,1515,OK
